amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price,flipkart_author,flipkart_isbn10,flipkart_title,flipkart_ratings count,flipkart_price,flipkart_stars,demand,average_rating,price_difference
the dirty dozen: hitmen of the mumbai underworld,by Gabriel Khan,4.2,54.0,9386850133,221,  Khan Gabriel,9386850133,the dirty dozen - hitmen of mumbai mafia,32.0,221,4.5,86.0,4.35,0
the dirty dozen: hitmen of the mumbai underworld,by Gabriel Khan,4.2,54.0,9386850133,221,  Khan Gabriel,9386850133,the dirty dozen - hitmen of mumbai mafia,32.0,221,4.5,86.0,4.35,0
the dirty dozen: hitmen of the mumbai underworld,by Gabriel Khan,4.2,54.0,9386850133,221,  Khan Gabriel,9386850133,the dirty dozen - hitmen of mumbai mafia,32.0,221,4.5,86.0,4.35,0
the dirty dozen: hitmen of the mumbai underworld,by Gabriel Khan,4.2,54.0,9386850133,221,  Khan Gabriel,9386850133,the dirty dozen - hitmen of mumbai mafia,32.0,221,4.5,86.0,4.35,0
the dirty dozen: hitmen of the mumbai underworld,by Gabriel Khan,4.2,54.0,9386850133,221,  Khan Gabriel,9386850133,the dirty dozen - hitmen of mumbai mafia,32.0,221,4.5,86.0,4.35,0
commando,by Michael Bar-Zohar,3.7,15.0,9386867168,333,  unknown,9386867168,commando - mossad,30.0,298,4.4,45.0,4.050000000000001,35
commando,by Michael Bar-Zohar,3.7,15.0,9386867168,333,  unknown,9386867168,commando - mossad,30.0,298,4.4,45.0,4.050000000000001,35
commando,by Michael Bar-Zohar,3.7,15.0,9386867168,333,  unknown,9386867168,commando - mossad,30.0,298,4.4,45.0,4.050000000000001,35
commando,by Michael Bar-Zohar,3.7,15.0,9386867168,333,  unknown,9386867168,commando - mossad,30.0,298,4.4,45.0,4.050000000000001,35
"behold, i shine: narratives of kashmir's women and children",by Freny Manecksha - Import,4.3,15.0,8129145715,106,  Manecksha Freny,8129145715,behold- i shine,49.0,112,4.5,64.0,4.4,6
"behold, i shine: narratives of kashmir's women and children",by Freny Manecksha - Import,4.3,15.0,8129145715,106,  Manecksha Freny,8129145715,behold- i shine,49.0,112,4.5,64.0,4.4,6
"behold, i shine: narratives of kashmir's women and children",by Freny Manecksha - Import,4.3,15.0,8129145715,106,  Manecksha Freny,8129145715,behold- i shine,49.0,112,4.5,64.0,4.4,6
"behold, i shine: narratives of kashmir's women and children",by Freny Manecksha - Import,4.3,15.0,8129145715,106,  Manecksha Freny,8129145715,behold- i shine,49.0,112,4.5,64.0,4.4,6
corporate guru narayan murthy,by N Chokkan,4.1,4.0,8173157685,150,  Chokkan N,8173157685,corporate guru narayan murthy,10.0,147,4.1,14.0,4.1,3
