demand,average_rating,price_difference
4642.0,4.5,29
4642.0,4.5,29
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
1038.0,4.55,11
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
3014.0,4.5,30
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
8696.0,4.4,11
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
6933.0,4.45,24
26301.0,4.45,35
26301.0,4.45,35
26301.0,4.45,35
26301.0,4.45,35
26301.0,4.45,35
26301.0,4.45,35
26301.0,4.45,35
26301.0,4.45,35
26301.0,4.45,35
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
15805.0,4.45,23
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
17374.0,4.55,27
1163.0,4.55,0
1163.0,4.55,0
1163.0,4.55,0
1163.0,4.55,0
1163.0,4.55,0
1163.0,4.55,0
1163.0,4.55,0
1163.0,4.55,0
1163.0,4.55,0
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
2568.0,4.5,55
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
451.0,4.5,51
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
6635.0,4.5,13
2123.0,4.35,33
2123.0,4.35,33
2123.0,4.35,33
2123.0,4.35,33
2123.0,4.35,33
2123.0,4.35,33
2123.0,4.35,33
2123.0,4.35,33
2123.0,4.35,33
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
16582.0,4.55,71
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
23.0,4.7,0
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
3448.0,4.4,25
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
10015.0,4.3,11
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
549.0,4.35,79
380.0,4.55,6
380.0,4.55,6
380.0,4.55,6
380.0,4.55,6
452.0,4.5,12
452.0,4.5,12
452.0,4.5,12
452.0,4.5,12
452.0,4.5,12
452.0,4.5,12
452.0,4.5,12
452.0,4.5,12
452.0,4.5,12
2055.0,4.5,9
2287.0,4.5,10
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
1077.0,4.5,11
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
6349.0,4.45,12
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
992.0,4.45,95
272.0,4.5,14
272.0,4.5,14
272.0,4.5,14
272.0,4.5,14
272.0,4.5,14
272.0,4.5,14
272.0,4.5,14
272.0,4.5,14
272.0,4.5,14
760.0,4.45,162
760.0,4.45,162
760.0,4.45,162
760.0,4.45,162
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
2506.0,4.45,33
1693.0,4.5,46
1693.0,4.5,46
1693.0,4.5,46
1693.0,4.5,46
1693.0,4.5,46
1693.0,4.5,46
1693.0,4.5,46
1693.0,4.5,46
1693.0,4.5,46
2080.0,4.45,34
3691.0,4.45,43
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
2321.0,4.45,19
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
1274.0,4.55,21
5383.0,4.45,15
5383.0,4.45,15
5383.0,4.45,15
5383.0,4.45,15
3903.0,4.5,4
3903.0,4.5,4
3903.0,4.5,4
3903.0,4.5,4
3903.0,4.5,4
3903.0,4.5,4
3903.0,4.5,4
3903.0,4.5,4
3903.0,4.5,4
1727.0,4.5,37
6771.0,4.5,83
6771.0,4.5,83
6771.0,4.5,83
6771.0,4.5,83
6771.0,4.5,83
6771.0,4.5,83
6771.0,4.5,83
6771.0,4.5,83
6771.0,4.5,83
1803.0,4.5,22
1803.0,4.5,22
1803.0,4.5,22
1803.0,4.5,22
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
2063.0,4.5,0
10742.0,4.4,6
10742.0,4.4,6
10742.0,4.4,6
10742.0,4.4,6
697.0,4.4,33
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
37345.0,4.35,16
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
720.0,4.45,37
12.0,4.6,0
12.0,4.6,0
12.0,4.6,0
12.0,4.6,0
12.0,4.6,0
12.0,4.6,0
12.0,4.6,0
12.0,4.6,0
12.0,4.6,0
2293.0,4.45,62
2293.0,4.45,62
2293.0,4.45,62
2293.0,4.45,62
2293.0,4.45,62
2293.0,4.45,62
2293.0,4.45,62
2293.0,4.45,62
2293.0,4.45,62
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
486.0,4.45,67
4468.0,4.6,15
4468.0,4.6,15
4468.0,4.6,15
4468.0,4.6,15
343.0,4.3,41
343.0,4.3,41
343.0,4.3,41
343.0,4.3,41
47.0,4.5,0
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
4167.0,4.65,68
652.0,4.65,16
652.0,4.65,16
652.0,4.65,16
652.0,4.65,16
2975.0,4.65,71
2975.0,4.65,71
2975.0,4.65,71
2975.0,4.65,71
2975.0,4.65,71
2975.0,4.65,71
2975.0,4.65,71
2975.0,4.65,71
2975.0,4.65,71
286.0,4.45,30
286.0,4.45,30
286.0,4.45,30
286.0,4.45,30
286.0,4.45,30
286.0,4.45,30
286.0,4.45,30
286.0,4.45,30
286.0,4.45,30
201.0,4.4,18
142.0,4.0,16
142.0,4.0,16
142.0,4.0,16
142.0,4.0,16
142.0,4.0,16
142.0,4.0,16
142.0,4.0,16
142.0,4.0,16
142.0,4.0,16
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
178.0,4.35,47
83.0,4.5,172
83.0,4.5,172
83.0,4.5,172
83.0,4.5,172
83.0,4.5,172
83.0,4.5,172
83.0,4.5,172
83.0,4.5,172
83.0,4.5,172
237.0,4.449999999999999,6
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
234.0,4.75,135
35.0,4.65,159
35.0,4.65,159
35.0,4.65,159
35.0,4.65,159
246.0,4.1,6
246.0,4.1,6
246.0,4.1,6
246.0,4.1,6
711.0,4.55,0
711.0,4.55,0
711.0,4.55,0
711.0,4.55,0
711.0,4.55,0
711.0,4.55,0
711.0,4.55,0
711.0,4.55,0
711.0,4.55,0
981.0,4.35,103
981.0,4.35,103
981.0,4.35,103
981.0,4.35,103
981.0,4.35,103
981.0,4.35,103
981.0,4.35,103
981.0,4.35,103
981.0,4.35,103
199.0,4.0,17
199.0,4.0,17
199.0,4.0,17
199.0,4.0,17
199.0,4.0,17
199.0,4.0,17
199.0,4.0,17
199.0,4.0,17
199.0,4.0,17
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
745.0,4.35,13
496.0,4.65,9
496.0,4.65,9
496.0,4.65,9
496.0,4.65,9
805.0,4.15,0
805.0,4.15,0
805.0,4.15,0
805.0,4.15,0
805.0,4.15,0
805.0,4.15,0
805.0,4.15,0
805.0,4.15,0
805.0,4.15,0
451.0,4.550000000000001,7
173.0,4.6,30
173.0,4.6,30
173.0,4.6,30
173.0,4.6,30
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
498.0,4.449999999999999,35
23.0,4.25,31
676.0,4.6,9
676.0,4.6,9
676.0,4.6,9
676.0,4.6,9
676.0,4.6,9
