amazon_title,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price,flipkart_title,flipkart_stars,flipkart_ratings count,flipkart_isbn10,flipkart_price,predicted_price,adjusted_price
Byculla to Bangkok,4.1,96,9351362256,192, BYCULLA TO BANGKOK,4.4,458,9351362256,176,240.39331207358646,264.4326432809451
Byculla to Bangkok,4.1,96,9351362256,192, BYCULLA TO BANGKOK,4.4,458,9351362256,176,240.39331207358646,264.4326432809451
"Who Cheats and How?: Scams, Frauds and the Dark Side of the Corporate World:...",3.5,17,9351500616,360, Who Cheats and How?: Scams- Fraud and the Dark Side of the Corporate World - Scams- Fraud and the Dark Side of the Corporate World,4.6,11,9351500616,360,354.92424165051375,354.92424165051375
"Who Cheats and How?: Scams, Frauds and the Dark Side of the Corporate World:...",3.5,17,9351500616,360, Who Cheats and How?: Scams- Fraud and the Dark Side of the Corporate World - Scams- Fraud and the Dark Side of the Corporate World,4.6,11,9351500616,360,354.92424165051375,354.92424165051375
"Who Cheats and How?: Scams, Frauds and the Dark Side of the Corporate World:...",3.5,17,9351500616,360, Who Cheats and How?: Scams- Fraud and the Dark Side of the Corporate World - Scams- Fraud and the Dark Side of the Corporate World,4.6,11,9351500616,360,354.92424165051375,354.92424165051375
"Who Cheats and How?: Scams, Frauds and the Dark Side of the Corporate World:...",3.5,17,9351500616,360, Who Cheats and How?: Scams- Fraud and the Dark Side of the Corporate World - Scams- Fraud and the Dark Side of the Corporate World,4.6,11,9351500616,360,354.92424165051375,354.92424165051375
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
Little Black Book for Stunning Success + Tools for Action Mastery,4.4,67,8184959893,220, Little Black Book for Stunning Success + Tools for Action Mastery,4.4,104,8184959893,220,225.0984586639895,247.60830453038847
The Book Thief (Definitions Young Adult),4.5,87,1909531618,379, The Book Thief,4.5,558,1909531618,320,260.7178881044681,286.78967691491493
The Book Thief (Definitions Young Adult),4.5,87,1909531618,379, The Book Thief,4.5,558,1909531618,320,260.7178881044681,286.78967691491493
The Book Thief (Definitions Young Adult),4.5,87,1909531618,379, The Book Thief,4.5,558,1909531618,320,260.7178881044681,286.78967691491493
The Book Thief (Definitions Young Adult),4.5,87,1909531618,379, The Book Thief,4.5,558,1909531618,320,260.7178881044681,286.78967691491493
Refreshing Mandala - Colouring Book for Adults Book 3,4.4,36,9350899175,175, Refreshing Mandala - Book 3,4.6,28,9350899175,237,307.52846509125084,338.28131160037594
Refreshing Mandala - Colouring Book for Adults Book 3,4.4,36,9350899175,175, Refreshing Mandala - Book 3,4.6,28,9350899175,237,307.52846509125084,338.28131160037594
Refreshing Mandala - Colouring Book for Adults Book 3,4.4,36,9350899175,175, Refreshing Mandala - Book 3,4.6,28,9350899175,237,307.52846509125084,338.28131160037594
Refreshing Mandala - Colouring Book for Adults Book 3,4.4,36,9350899175,175, Refreshing Mandala - Book 3,4.6,28,9350899175,237,307.52846509125084,338.28131160037594
Rejuvenate Yourself - Floral Patterns,4.3,59,9350899477,140, Rejuvenate Yourself- Floral Patterns,4.4,22,9350899477,186,230.4289286203566,253.47182148239227
Rejuvenate Yourself - Floral Patterns,4.3,59,9350899477,140, Rejuvenate Yourself- Floral Patterns,4.4,22,9350899477,186,230.4289286203566,253.47182148239227
Rejuvenate Yourself - Floral Patterns,4.3,59,9350899477,140, Rejuvenate Yourself- Floral Patterns,4.4,22,9350899477,186,230.4289286203566,253.47182148239227
Rejuvenate Yourself - Floral Patterns,4.3,59,9350899477,140, Rejuvenate Yourself- Floral Patterns,4.4,22,9350899477,186,230.4289286203566,253.47182148239227
This Is Not Your Story,4.5,2177,9386224399,100, This is Not Your Story,4.3,5133,9386224399,125,132.867184634694,146.15390309816343
This Is Not Your Story,4.5,2177,9386224399,100, This is Not Your Story,4.3,5133,9386224399,125,132.867184634694,146.15390309816343
